example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
396,Annotator7,3174501812565095,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.","<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 156]'></span>",Hi. Thanks for testing. Please choose,I choose CHRISTMAS!!!!,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Annotator7,3823794904358484,And what city will you be flying to?,london how much it would cost,The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!,ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Annotator7,261419.0,Would you prefer if I were not sure?,i dont know,Why do you not know?,what do you do?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Annotator7,2434665576632664,And what city will you be flying to?,New york restart Hello,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Annotator7,3202656579762442,Good to know,what nonsense,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",no,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Annotator7,3215412415231369,I don't have to put up with any abuse from you. And what city will you be flying to?,Madrid gracias,:-) Goodbye then!,hola,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Annotator7,2614098785326147,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>.",hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?",what's your age?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Annotator7,3192152570799278,I don't have to put up with any abuse from you.,I'm drunk how about u,I'm great! Thanks for asking.,But are you drunk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Annotator7,2736046666448783,I'm not sure about your departure airport. What city will you be flying from?,buenos aires argentina,I'm not sure about your departure airport. What city will you be flying from?,miami,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Annotator7,2.80652E+15,What city will you be flying from?,Katunayake,I'm not sure about your departure airport. What city will you be flying from?,COlombo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Annotator7,434988.0,How long have you been kamila rafiqi?,since i was born,Why do you tell me you were born just now?,since i was born,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Annotator7,2719205361492644,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yep,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Annotator7,509536.0,Please go on.,she went on a holiday and she slept with another man,Please go on.,can you help,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Annotator7,2.91829E+15,ok,"no, i want you to buy it",Let's start over.,hello,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Annotator7,365661.0,How long have you been afraid of people?,since my ten years,Why do you say your ten years?,"At this date, my father hase been murdered",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Annotator7,2597235637026301,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,You bet!,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Sure does.,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Annotator7,535416.0,Please go on.,hi,Please go on.,what is your name ?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Annotator7,480806.0,_,_,_,i had a dream that i was falling of a cliff what does it mean,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Annotator7,224777.0,Please go on.,what was your question?,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Annotator7,2654657661318415,And what city will you be flying to?,New York Does it matter if I fly economy or not?,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",What's the difference between flying economy class or business class?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Annotator7,118609.0,Please go on.,no!,You are being a bit negative.,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Annotator7,329897.0,"Oh, i read the cone gatherers.",can you tell me about it,Why do you ask?,homework,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Annotator7,2.88816E+15,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,"No, not really",ok,I don't want to buy offsets,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Annotator7,534970.0,Do you think coming here will help you not to be depressed?,what?,Does that question interest you?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Annotator7,481878.0,"Oh, i retard.",yes u r,You are sure?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Annotator7,536002.0,You are sure?,yes,You are sure?,love me,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Annotator7,2.88816E+15,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,"No, not really",ok,I don't want to buy offsets,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Annotator7,243551.0,_,can artificial intelligence be done?,Please go on.,screw you,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
424,Annotator7,2.91829E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees.","ok, bye",Goodbye then!,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Annotator7,548516.0,Please go on.,so bad,Please go on.,who are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Annotator7,2.80652E+15,What city will you be flying from?,Katunayake,I'm not sure about your departure airport. What city will you be flying from?,COlombo,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Annotator7,393465.0,Does that question interest you?,Yes,You are sure?,Please,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Annotator7,19919.0,_,_,_,i don't know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Annotator7,405001.0,Please go on.,sdfsdfsdf,Please go on.,sdfsdf,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Annotator7,498814.0,Would you like it if they were not playing?,yes,You are sure?,sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Annotator7,189760.0,How long have you been not sure?,well because I am getting mixed feelings,Do any other reasons not come to mind?,just for a few minutes.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Annotator7,75070.0,_,_,_,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
433,Annotator7,212255.0,"I have told you before, I do not care about names.",Why not?,Please go on.,Could you elaborate on that?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Annotator7,3302099406530691,":-) I can also get you a more accurate estimate of your flight's emissions, sound good?",I don't want it,ok,restart,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Annotator7,431234.0,You are being a bit negative.,Are you a girl,Would you prefer if I were not a girl?,Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Annotator7,3852787984796049,"Yes, I am a bot! And I'm part of a research project.",Are you from RASA?,I'm afraid I have no idea,Oh,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Annotator7,2.88816E+15,Let's start over.,?,Will you be travelling in Economy Class?,"Yes, why?",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Annotator7,ac0d288727f943e396346de6b96e2e34,Will you be travelling in Economy Class?,yes,What city will you be flying from?,from London to Paris,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Annotator7,495037.0,_,who are you?,Would you prefer if I were not []?,Lol?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Annotator7,66550.0,Please go on.,goodbye,Please go on.,chris is a bit batty,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Annotator7,3537714536298905,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,hi,"Hello! I can also get you a more accurate estimate of your flight's emissions, sound good?","ok can you pleaae tell me about  my flights emission As I've said, yes.",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Annotator7,cc386a0900dc4096a45283991b0a57b6,_,_,_,Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Annotator7,498814.0,Would you like it if they were not playing?,yes,You are sure?,sure,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Annotator7,3192152570799278,I don't have to put up with any abuse from you.,I'm drunk how about u,I'm great! Thanks for asking.,But are you drunk,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Annotator7,430346.0,Can you elaborate on that?,yttfyj,Please go on.,"yes,i do",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Annotator7,2507270989370561,I'm not sure about your destination airport. And what city will you be flying to?,istunbul,I'm not sure about your destination airport. And what city will you be flying to?,paris tell me more,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Annotator7,431817.0,Why do you say your vagina?,Do you want to fight with me? huh?,"Oh, i want to fight with you huh.",Do you want to die?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Annotator7,2813315905419373,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure - where do we start,I can help you calculate and buy carbon offsets for your flights.,ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Annotator7,36110.0,Please go on.,would you like to have sex with me,"You like to think I like to have sex with you, do you not?",i know you do,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Annotator7,2730682970360151,And what city will you be flying to?,Cairo Dead?,so,Offsets remember,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Annotator7,76787.0,"Oh, i [].",you suck,"Oh, i suck.",yeah you do suck,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Annotator7,19919.0,_,_,_,i don't know,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Annotator7,336468.0,Can you elaborate on that?,no,You are being a bit negative.,i want to shag amanda,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Annotator7,3276608549081224,ok,restart,Let's start over.,ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Annotator7,3537714536298905,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",bye-bye,ok,HI,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Annotator7,2457159737744584,so,d,I'm not sure about your departure airport. I'm not sure about your destination airport. What city will you be flying from?,mumbai,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Annotator7,1cb5ae61301d481f95080b5faf264356,I'm great! Thanks for asking.,That's not what I asked.,You can find out more about how offsets are calculated [here](<URL>),interesting!,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Annotator7,322667.0,_,_,_,Hi my name is Danielle,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Annotator7,3599929203350556,I'm not sure about your departure airport. What city will you be flying from?,newyork,I'm not sure about your departure airport. What city will you be flying from?,from newyork,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Annotator7,349824.0,How long have you been on the verge of suicide?,since i was 10 years old,Why do you tell me you were 10 years old just now?,were you not ten years old?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Annotator7,2434665576632664,Let's start over.,Hey,Hi. Thanks for testing. Please choose,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Annotator7,2359856270787257,ok,Oh you want me to go away,I don't have to put up with any abuse from you.,"Oh Darling I love you and want you to feel the pleasures of life please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Annotator7,2485257761521706,What city will you be flying from?,detroit,And what city will you be flying to?,LAX restart Hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Annotator7,70662.0,Please go on.,No you haven't!,You are being a bit negative.,so?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Annotator7,38356.0,Why do you want to know about this program?,I am fascinated by computers and artificial intelligence,Why do you mention computers?,You are a computer program.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Annotator7,69380.0,Why do you say your penis?,why?,Please go on.,because i want you to lick it,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Annotator7,429498.0,_,_,_,I WANT TO KILL YOU,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Annotator7,111126.0,Why do you say your bofriend lost you?,I have a problem with my boy-friend,Why do you say your boyfriend?,sometimes i have the feeling that i am too lucky,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Annotator7,235394.0,How do you do. Please state your problem.,how are you .,Does that question interest you?,what can you do,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Annotator7,24514.0,Can you elaborate on that?,you know if you are ok and happy,Do you wish that im ok and happy?,yes of course,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Annotator7,45125.0,_,_,_,how many friends do you have,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Annotator7,2.45945E+15,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Blow Bernie Sanders,I don't have to put up with any abuse from you.,And your family pelosi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Annotator7,196991.0,You are being a bit negative.,fuck you,"Oh, i [].",fuck me,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Annotator7,167983.0,"You like to think I can fuck you, do you not?",Can you fuck me?,Why do you ask?,Do you can fuck me?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Annotator7,413490.0,You are being a bit negative.,submit query,Please go on.,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
476,Annotator7,471455.0,"Oh, i rly.",you are an orly owl,Does it please you to believe I am an orly owl?,I want to buy a car.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Annotator7,423516.0,Do any other reasons not come to mind?,With sex,Please go on.,I love you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Annotator7,223482.0,_,_,_,build a boat,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Annotator7,48617.0,Why the uncertain tone?,i dont know,Why do you not know?,huh?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Annotator7,2546288338753112,And what city will you be flying to?,London Hi,Hi. Thanks for testing. Please choose,Ok,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Annotator7,3192152570799278,Good to know,Have you ever got high,I'm afraid I have no idea,You would know if u have been high,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Annotator7,2790913951005081,_,_,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Annotator7,2423186524459975,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure. how much emissions on a flight from LA to Sydney?,Will you be travelling in Economy Class?,why does that matter?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Annotator7,2.91829E+15,Will you be travelling in Economy Class?,:/,ok,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Annotator7,2489835477776386,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,I’m not flying for xmas,ok,/reset restart,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Annotator7,2.45945E+15,"Climate change is absolutely real, and it's caused by humans: <URL>",You're so full of shit your eyes are brown,"I'm a bot, remember. Trying to shock me is pointless.",Your mom's a good Fuck,CarbonBot,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
487,Annotator7,509605.0,Can you elaborate on that?,lol??,Please go on.,you lokk like a pik,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Annotator7,184054.0,"Oh, i like the smell of poo.",let me fuck you in your anes,Do you wish to fuck me?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Annotator7,2485257761521706,Let's start over.,Hi,Hi. Thanks for testing. Please choose,christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Annotator7,362759.0,Why do you not like i?,for about two minutes,Please go on.,are you a gay?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Annotator7,146532.0,Would you prefer if I were not bisexual?,whatever,Please go on.,are you a dike,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
